,genre_score,rating,review,runtime,year
10,11.2,7.2,"Cut, Dry, Crisp, to the point without any loose threads. The
languidness of the moment that comes in is to establish the
undercurrent of the raw palpable emotions.Will come to the portrayals later - first lets get to the technical
aspects of the film. The screenplay is tightly wound like the straps of
the wheelchair and it lets go off the thread at the perfect moment and
doesn't falter or is never loose preventing the viewer to fall. The
camera is from our view point. The background music is the pounding of
our heart and we are entrenched in completely. The songs are the soul
of the film. The editing is as sharp as that of sushi maestro's knife
and why wouldn't it be when the story is the maestro's himself. Who
better to know how to tighten the strings.Now to the portrayals. What can one say of the ever evolving AB. He has
not only reinvented himself but has proved Darwin's law. Every film he
showcases a new facet. He is truly the pawn of the chessboard who with
every step he is taking in the board of acting has retaken his position
as king again and again. FA has the right amount of restraint and is a
delight to see and cherish.Yes I did get the plot midway of the film but the checkmate that I was
dealt was that of the alter ego of the true Wazir. Thanks for the
checkmate. Truly I have lost on the twist but I am glad that I won
seeing the movie",103,2016
11,10.5,5.9,"Beautifully shot film, with intriguing intertwined love stories. Well
balanced between the protagonists narratives and the inevitable lead-in
to the Armenian Genocide, showing its impact on a very human level,
particularly on the story's leads.Those who provide a 1 star of 10 clearly are not actually rating the
film, but providing political feedback. How many who have rated it as 1
in 10 have actually seen the film? Doubt many have. Some of the rants
are a clear attempt at revisionist history to try to rationalize the
actions of the Ottomans. Sad part is that there really should be no
need for those rating that way to do so, since Turkey (which I know is
a denier) is not the same as the Ottoman Empire, and modern Turkey
(though less modern under Erdogan), and Turks, should feel no
compulsion to try to defend that Empire.Please use IMDb for the purposes for which it is meant, not to attack
for political purposes. It would be fair, for example, only once one
sees a film, to criticize it for being too political (though politics
are worthy of expression in film), or too one-sided, and explain why,
with examples.",133,2016
12,5.0,6.1,"This film is great, believable action, characters and setting. Good
soundtrack, charismatic actors, it's well paced and has decent camera
work.The story has a certain pen and paper role-playing feel to it, we have
a party of adventurers going on a quest, and there aren't many movies
made like that.The novelty of it aside, it never gets boring due to its plot twists
and realistic looking action.There is an epic historic novel called ""Raptor"" which has a similar
story, at least the first few pages of it. When ""Pilgrimage"" ends you
can't help but wonder what happens to the young monk going out into the
world after being cloistered away for his whole life.",96,2017
13,9.0,6.7,"Boston, 1973. Members of the IRA and an arms dealer come to an
abandoned warehouse to make a deal to buy some machine guns. Everything
is supposed to go smoothly until one member from the one group draws
out a gun and shoots the other because of a previous incident. And all
hell breaks.Ben Wheatley's previous film, High Rise, I was not a fan of. High Rise
felt too disturbing with heavy-handed messaging while lacking a
coherent plot. Free Fire is by far a major improvement with hilarious
dialogue, fun and well-written characters and non-stop action. I saw
the movie at TIFF today and was pleasantly surprised. Wheatley turns
this empty warehouse into a war zone with each of these character
taking cover behind various objects and firing blindly. Unlike a lot of
generic action movies where characters seem to magically dodge bullets,
no one is safe and everyone eventually gets scraped or hit by bullets.
This leads to some fun sequences of characters crawling on the ground
to get from one cover to the next.Surprisingly the two standouts are Cillian Murphy and Armie Hammer.
Both were surprisingly funny in subtle ways. Sharlto Copley once again
plays another weird but yet still hilarious and fun character. I also
give strong shout-outs to Sam Riley and Jack Reynor. And Brie Larson is
bad-ass as she holds her own weight against her male co- stars.If I can say one negative it's that this isn't a movie with a lot of
depth. It's not flat but don't expect this to be too much of a complex
film. It is just simply about the these 2 trigger-happy groups trying
either to kill or survive. It is more of a black comedy/thriller.Free Fire is definitely one of the most fun and exciting action movies
you will see so it is definitely worth a shot to watch once it releases
in theatres.",90,2016
14,16.333333333333332,5.9,"Greetings again from the darkness. A film festival wouldn't be complete
without at least one mind-blowing avant-garde cinematic experience. I'm
not the kind that needs every ending neatly bow-wrapped, and I often
enjoy having conventional story structure challenged and even
dissolved. Writer/director Sarah Adina Smith seems to thrive in such an
environment in this twisty psychological thriller covering three
timelines (one of which may be a dream)  or a split personality  or
two/three men from one  or some combination  or something else
entirely that I might have missed. (I'm not too proud to admit this
distinct possibility).When a filmmaker bravely dives into the bizarre, casting becomes
crucial. Ms. Smith nails it with Rami Malek, DJ Qualls and Kate Lyn
Sheil. Thanks to the popularity of TV's ""Mr. Robot"", Malek is now a
leading man  albeit far outside the Ryan Gosling mold. Here he plays
Jonah, a struggling family man with a wife (Ms. Sheil) and young child.
Working as a night Concierge at a hotel, Jonah tries to make the best
of the lack of sleep and minimal contact with his family. In addition
to Jonah, Malek plays Buster, a slippery and hirsute mountain man who
negotiates his way through the Montana mountains by hanging out in the
multi-million dollar vacation homes (mostly) vacated by their owners
during the snowy winter months.The film bounces between 3 periods for Jonah/Buster: the elusive
near-mythical mountain man running from the law, the bleak nights of
the family man, and a dream-like sequence where he is adrift at sea in
a row boat. Throughout the film, references to ""sphincter"" and multiple
proclamations that ""The Inversion is coming"" lead us to believe there
could be a sci-fi connection or an apocalyptic ending headed our way.
Instead, it's ""the belly of the whale"" that might unlock the mystery or
mysteries serenaded by the thunderous techno-bass bass. Even with the
dark comedic elements, it's a head-scratcher for sure; but one that
manages to keep us engaged despite our whirlwind of theories and
uncertainly.",96,2016
15,15.0,7.3,"I don't normally write reviews but as there seem to be so many people
here dissing this with hardly any justified cause I had too. First the
acting is brilliant. If you don't know who Lenny was these twitching
mannerisms and psychotic gases are him to a T. I met the fella and the
acting here might seem over the top but that is what he was like. Over
the top. The rest of the cast is great too. The direction is spot on as
well. Real menace to the piece. This is the British version of Chopper
princess n my opinion. Like it or loath it. The real problem is the
story just isn't very good. Nothing here about Lenny debut Collecting,
running the doors in clubs in London, his criminal associations or any
number of other much more interesting takes. No, this film is about
three fights he had with Roy Shaw and how he treated a few people. I've
no doubt the man (is specially in his younger days) was a psychopathic
asshole. There's the usual explanation of an abusive adult, but really?
No I don't think this explains or drive L Mc. So n conclusion a fine
piece of work from all involved. Now go back and tell an interesting
story about the enigma that was there s man. And to those dissing the
acting and characterisation in the movie you really don't have a clue.",91,2017
16,10.0,5.3,"Bruce Willis with most famous for his Die Hard series and probably one
of the best action hero in cinema history but in the past few years he
kinda stuck with a bunch of horrible action movie which really upset me
cause i used to be his fan.When i first heard about a movie called Once
Upon a Time in Venice staring Bruce Willis with a very talented cast i
though damn this movie might be good comeback for Bruce but the result
is..... not that great.It may not as bad as some of his previous work i
give you that it still not enough to bring Bruce back from the
hole.Describe as a action comedy movie with a run time about 1h- 34min
but in fact it a slow burn movie mainly about Bruce as a private
detective(a very shitty one) solving crime around Venice until his dog
get kidnap by a local drug dealer played by Jason Momoa(Yeah Aquaman
himself).The movie does have some good sense of humor but sometime it
feel force as hell.For the action part it not that much only near the
end but it very unsatisfied and the terrible ending just add more bad
taste in my mouth.It not a good movie in any mean but if you a Bruce
Willis fan you can check it out",94,2017
17,24.0,4.5,"Strong beginning but a little formulated, which makes it cheesy.Sex Doll begins as this look into the life a a hooker. We see her
engaging with her clients on a night by night basis as if she was
working a ""normal job"" or something. The filmmakers do a good job of
expressing her subtle contempt for the old, fat and ugly businessmen
she sleeps with for money. The film also goes through how she balances
this profession without her friends, family, and other relationships
discovering the truth.But I guess that's not enough of a story for a movie, so they added a
part about her relationship with a new potential boyfriend, who is more
than he seems. It's not a bad add to the story, but for me it does
cheapen what it seems they had been trying to do for most of the
picture, or what I thought they were doing in humanizing a prostitute's
life.But overall Sex Doll is a good movie that tries not to romanticize or
demoralize the decision this young woman made, only humanize the young
woman.http://cinemagardens.com",102,2016
18,9.5,5.7,"I do NOT recommend watching this unless you love cliff-hangers. I gave
the movie a 2 star rating just for this reason. Nothing ticks me off
more than a movie that doesn't answer the plot questions still hanging.
I wish movies had to list in descriptions: Hey this movie runs you off
a cliff at the end!",90,2016
19,9.666666666666666,6.4,nothing,97,2017
20,5.6,6.8,"This is the first review I have ever contributed to IMDb which I use on
a regular basis to inform my viewing choices but I feel compelled to
write it as the high ratings are so unjustified I feel I have a duty to
share my experience and balance the 7.4 (!!!!) score. I went into this
with high expectations... every ingredient was present to potentially
make this my new favourite movie, unfortunately the script and
narrative (if they originally  had one at all) failed to deliver.My main problem was the narrative. The story takes place over a few
decades and follows the efforts of Fawcett to discover the ""Lost City
of Z"". He embarks on 3 ""perilous"" expeditions going up the Amazon but
no sense of danger or suffering is at any point conveyed by the
narrative. The 3 trips are each expedited under 20 minutes of screen time. We
have absolutely no idea of the time involved (apparently the
expeditions lasted a few years each) nor any feeling towards the
hardships the crew faces. To make matters worse, new crew members keep
appearing out of nowhere and at some point even a horse!! which was
nowhere to be seen on the raft in previous scenes. If this was not
enough.... the raft keeps going downstream when they are supposed to go
UPSTREAM, towards the source of the river.... oh well, I could have
lived with these inconsistencies if I had a character to root for.
Unfortunately we never feel any sympathy towards any of the
protagonists. The character development is non existent and not helped
by the fact the acting is very stiff at the best of time and downright
awful for most of the movie. I didn't find Charlie Hunnam convincing as
a Hell's Angel in SOA but he is seriously laughable as an English Army
officer. This absence of feeling and empathy is also to be experienced
towards the wife and children he leaves behind, every time he embarks
on one of those trips. We simply do not care for them.I obviously did not go into it expecting a new Fitzcarraldo or
Apocalypse Now but for a movie which should have dealt with a man's
obsessive doomed quest for a Lost City, the jungle and/or the river
should have been part and parcel of the movie, a character in itself,
an omnipresent entity. No such thing. The whole movie could have been
shot in a winter garden for all I saw... You never have the feeling you
are in the mud with the protagonists. The only feeling you experience
is one of utter detachment and an urge for the movie to finish as soon
as possible. Extremely disappointed. Do not believe the hype!",141,2016
21,11.0,5.7,"I totally loved this movie. Dolly has been a favorite of mine ever seen I
seen her in ""9 To 5."" She's just amazing. After watching this movie for
the
first time about two months ago I went out and bought a copy. I consider
is
a classic and will always love it. The movie alone is a role
model.",91,1992
22,13.6,5.1,"Dr Evan Rendell or Dr Giggles from the title wonderfully played by Larry
Drake is,along with officer Joe Vickers(Bobby Ray Shafer)from ""Psycho Cop""
series,one of the funniest psycho killers ever created on film.""Dr
Giggles""
is an enjoyable slasher film filled with gore and black humour.The film is
well-directed and acted and is simply fun to watch.It's quite suspenseful
at
times,and some of the killings are rather unpleasant(like when he
castrates
one guy)and grotesque.Recommended for horror fans.",95,1992
23,12.5,6.2,"This is a film independent film makers should take a look at if action
films
are of any interest to them. Not for the seen-it-all, heard-it-all plot
and
profane dialogue, but for Walter Hill's staging and execution of the
action.
The film has a terrific pace to it and the camera always shows an
interesting angle. The locations are at a minimum, very cost efficient and
capably creating a claustrophobic atmosphere. Very well done. Good, moody
music score, again, by the great Ry Cooder.",101,1992
24,8.0,7.0,no reviews,78,1983
25,14.0,4.5,"I would probably not have bothered with this film, but a good friend
REALLY wanted to see it, so we went and checked it out. At this point
in modern film-making, there is nothing new under the sun...especially
in the ""Horror genre""...sadly that is also true of this title. The plot
has been done before in 2009's ""The Unborn"" more or less, but this run
through has 2 twin sisters, rather than a boy and a girl.The beginning is OK, there does seem to be a supernatural basis to the
origin of the individual who gets the ball rolling in the first 5 mins
(pun intended), but this element is never really pursued again; if at
all...then only in the final 20 minutes, but it is never specifically
mentioned as such...merely by assumption.There are your compulsory characters that serve no purpose other than
to die! Obligatory annoying individuals who you wish would die (some do
thankfully), littered throughout, along with the typical in the social
media/see short attention span modern age; jump cuts that make up for
not having sensible transition scenes between main scenes. To be fair
the editing is probably the best part of this film, so they at least
did a competent job of splicing all the celluloid together (if they
even still do that?).The acting is passable in the main. The 2 female leads do OK, but their
friendship being not quite sisters/not quite lovers/who knows what,
really fails to convince and you can almost see them switching out of
character before the director yells ""CUT!"" in a handful of scenes. I
had to laugh where she ties herself up thinking it will stop her
nocturnal antics; as if she tied herself up...by definition she can
untie herself!...Anyway if she was serious in any way about protecting
those around her, she would have asked to be committed/observed...I
mean seriously; the operation was in a couple of days for Christ sake!
The ending is totally predictable, by 25 minutes in you know the next
hour is a formality. There is no 1 memorable scene unless you like
freakish transformation effects (barely there tbh), and I cannot think
why anyone would want to see this more than once...so buying on DVD is
a non-starter.With so many other horror titles available, including a back catalogue
of quality films from 60s/70s/80s, it is hard to recommend this film
for any particular reason. If you're watching cable TV late and are too
lazy to reach for the remote...check it out...Maybe!",89,2016
26,5.0,5.0,no reviews,92,2017
27,8.25,6.9,"Furious Legacy Back with the Bang A.K.A #FateofTHeFurious. It was Big,
Loud & Fun with the heart breaking action sequences.. The action
sequences are big, loud, and insane. Movie filled with lots of action, car chases, violence, explosions,
shooting, guns, bombs, cars, army tanks, different types of vehicles,
motorbikes, jets, airplanes, snow, snowy whitey landscapes like
mountains and glaciers, sunshine, beaches, tall buildings like tall
skyscrapers, loyalty, family, friendship, betrayal, treachery,
arguments, falling outs, fights, punch ups, tongue and cheek stuff,
some comedy and funny moments, high tech stuff that is incredible,
plenty of on the edge of your seat stuff, prisons, prison guards in
black suits with shields, all types of people and nationalities, lots
of close shaves, near misses and many other things throughout the
film.. Every Character including Dwayne The Rock Johnson Vin Diesel
Jason Statham Michelle Rodriguez Tyrese Gibson Ludicrous Charlize
Theron Kurt Russell Nathalie Emmanuel Luke Evans & the new edition of a
family Scott Eastwood every did splendid role as expected.. Especially I've to highlight a complete scene when #Jason saved
#LittleDom that was just hilarious.. (Y) (y) Really but what i feel sad
about & really i did missed in a movie is Paul Walker movie is
incomplete without #BrianOConnor.. The movie is funny and serious and it found the balance and i just
loved everything about it and i enjoyed every second of it. Seven will
probably always be better thanks to Paul and his tribute,but this is
the second best movie in the series..(Y) (Y)",136,2017
28,13.5,6.9,nothing,117,2016
